,store,store_name,branch,user,content,score,big_cate
76643,300783,왕냉면 앤 왕돈까스,역곡점,390564,"['냉면', '왠지', '인천', '화평동', '냉면', '스타일', '냉면', '\n\n', '돈까스', '평범', '한편', '냉면', '나쁘다', '\n\n', '저렴하다', '푸다', '스타일']",3,"돈가스,회,일식"
76644,300783,왕냉면 앤 왕돈까스,역곡점,111122,"['저렴하다', '편이', '아주', '특히', '수제', '돈까스', '쫄면', '최고', '주민', '분들', '방문', '해보다', '적극', '해드리다']",5,"돈가스,회,일식"
76665,300950,왕돈까스 & 왕냉면,가재울점,884890,"['제육', '자극', '심심하다', '냉면', '보통', '수준']",3,"돈가스,회,일식"
76666,300951,왕돈까스 왕냉면,대림1점,697977,"['가게', '주말', '가족', '점심', '쏘다', '쏘다']",3,"돈가스,회,일식"
76667,300962,왕돈까스&왕냉면,은천점,362905,"['맛있다', '분식집', '느낌', '밑반찬', '맛있다', '혼밥', '\n\n', '돈까스', '맛있다', '냉면', '맛있다', '5500원', '만두', '맛있다', '\n\n', '가성', 'bb']",4,"돈가스,회,일식"
76710,301170,왕비집,종로점,170385,"['왕비', '회식', '거나', '약속', '방문', '왕비', '대가', '어느', '깔끔하다', '푸다', '차리다', '여러', '돼지갈비', '정식', '차돌박이', '정식', '맞추다', '줍다']",4,한식
76711,301170,왕비집,종로점,75773,"['점심식사', '장소', '아주', '밑반찬', '맛있다']",4,한식
76712,301170,왕비집,종로점,193217,"['저녁', '가게', '오시', '퇴근', '직장인', '분들', '회식', '분들', '아이', '데리', '부부', '커플', '다양하다', '늦다', '오시', '10분', '달리다', '일찍', '오시', '바로', '7:30', '기준', '말씀드리다']",5,한식
76723,301218,왕뼈감자탕,고척점,85785,"['인생', '맛집', '어리다', '성인', '지금', '감자탕', '맛집', '감자탕', '비교', '불가', '맛있다', '성인', '어린이', '볶음밥', '일반', '공기밥', '참기름', '간장', '올리다', '개꿀', '감자탕', '안해', '최고', '❤️']",5,한식
76742,301352,왕세숫대아냉면 돈가스,신대방점,227237,"['아주머니', '절하', '쫄면', '별로']",4,"돈가스,회,일식"
76962,302564,요거프레소,오송두산위브점,68716,"['자리', '가깝다', '시끌시끌하다', '메리', '치즈', '나서다', '추천', '하고프다', '치즈', '크리미', '좋아하다', '추천']",3,카페
76963,302564,요거프레소,오송두산위브점,374341,"['점심때', '몰리다', '주문', '음료', '받다', '오래', '평범']",3,카페
76964,302564,요거프레소,오송두산위브점,27703,"['플레인', '요거트', '아이스크림', '스무디', '맛있다', '점심시간', '북적', '북적']",4,카페
76965,302564,요거프레소,오송두산위브점,26843,"['주차공간', '따로', '주차', '가능하다', '디저트', '간단하다', '먹기']",4,카페
76966,302565,요거프레소,동묘역점,51405,"['재방률', '60', '딱하다', '맛집', '가게', '안다', '좁다', '뭔가', '시각', '힐링', '나름', '저렴하다', '커피', '즐기다', '동네', '커피집', '체인점', '믿다', '하나', '장점', '라면', '바로', '헤어지다', '마무리']",3,카페
76967,302566,요거프레소,여천점,289156,"['실내', '좁다', '다수', '인원', '추천', '역시', '스무디', '맛집', '주변', '카페', '제일', '맛있다']",4,카페
76968,302567,요거프레소,화성장안점,116859,"['공단', '근처', '카페', '점심시간', '많다', '많다', '친절하다', '\n\n', '주문', '메뉴', '밀리다', '금세', '주차', '공간', '넓다', '바로', '기업은행', '은행', '업무', '처리', '용이하다', '\n\n', '망고', '관련', '메뉴', '맛있다']",4,카페
76986,302833,요거프레소,중앙대점,469069,"['맛있다', '06년', '도에', '오래', '\n\n', '에너자이저']",4,카페
76987,302833,요거프레소,중앙대점,653441,"['어자', '주인', '바뀌다', '매장', '분위기', '밝다', '눈치', '보지', '분위기', '동네', '빙수', '최고', '가성']",5,카페
76989,302839,요거프레소,마포역점,279652,"['커피', '건강', '요거트', '아이스크림', '찾다']",5,카페
77006,302916,요고무무,부경대점,72686,"['맵다', '돈까스', '주의', '단계', '적당하다', '적당하다', '갈다']",5,"돈가스,회,일식"
77010,302944,요기맘,KNK디지털타워점,328775,"['라면', '김밥', '떡볶이', '튀김', '분식집', '계란후라이', '메뉴']",3,분식
77207,303821,용구비어,전주본점,397331,"['차로', '간단하다', '가기', '매장', '적당하다', '많다', '직원', '친절하다', '매장', '보이다', '보가', '넓다']",4,치킨
77219,303929,용궁순대,3호점,157033,"['원래', '정기', '휴무', '일이', '대신', '찾다', '점심시간', '이미', '손님', '만석', '식사', '도중', '꾸준하다', '손님', '들어오다', '메뉴', '황제', '국밥', '8,000', '오징어', '타다', '불고기', '9,000', '순대', '12,000', '이렇게', '주문', '평가', '시작', '\n\n', '황제', '국밥', '내용', '부실하다', '국물', '국밥', '삼계탕', '국물', '묽다', '희다', '입맛', '\n\n', '오징어', '타다', '불고기', '토실토실하다', '오징어', '매콤', '양념', '상당하다', '만족스럽다', '대해', '서도', '불만', '음식', '\n\n', '마지막', '순대', '주문', '최악', '최악', '노란색', '순대', '카레', '흰색', '순대', '일반', '빨갛다', '순대', '비트', '장류', '누리다', '심하다', '미리', '한번', '찌다', '내다', '찌다', '시스템', '제대로', '안되다', '인지', '아주', '버리다', '위생', '문제', '순대', '내장', '공기밥', '머리카락', '내장', '경우', '머리카락', '일심동체', '이루어지다', '\n\n', '주방', '모습', '보이다', '위생', '두건', '쓰시', '아무', '\n\n', '주민', '많다', '이용', '입맛', '음식점', '인하다', '예천군', '이미지', '상당하다', '좋아지다']",2,한식
77325,304426,용범이네 인계동껍데기,시흥대야점,308086,"['족발', '껍데기', '약간', '인공', '맵다', '자꾸', '일행', '맵다', '개인', '차갑다', '\n\n', '벌집', '껍데기', '제일', '인기', '메뉴', '직원', '친절하다', '굽다']",3,고기
77335,304433,용범이네 인계동껍데기,숙명여대점,198167,"['가볍다', '친구', '이야기', '차이', '몰리다', '개장', '시간', '맞다']",4,고기
77336,304434,용범이네 인계동껍데기,거제고현점,397051,"['약간', '옛날', '시골', '할머니', '그릇', '구성', '재밌다', '계란찜', '맛있다', '고기', '옳다']",4,고기
77337,304435,용범이네 인계동껍데기,노원점,781898,"['껍데기', '구울', '사용', '도구', '인상', '적다', '고기', '함께', '비빔국수', '느끼하다', '잡다']",3,고기
77338,304436,용범이네 인계동껍데기,거여점,70650,"['살다', '껍데기', '맛있다', '이렇게', '저렴하다', '요즘', '보기', '드물다']",5,고기
77339,304437,용범이네 인계동껍데기,화명점,135678,"['맛있다', '껍데기', '덕후', '친절하다']",5,고기
77340,304438,용범이네 인계동껍데기,동암점,114596,"['벌집', '껍데기', '도톰하다', '김치', '짜다', '맛남', '공기밥', '하나', '올려주다']",4,고기
77342,304440,용범이네인계동껍데기,강남역점,255093,"['가성', '돼지껍데기', '좋아하다', '식당', '\n\n', '레트로', '컨셉', '외할머니', '\n\n', '껍데기', '쫄깃하']",3,고기
77386,304655,용왕궁,35727327,134091,"['지역', '비슷하다', '메뉴', '팔다', '많다', '유난히', '맛있다', '가보다', '만하']",3,한식
77387,304679,용우동,신방점,279135,"['위생', '상태', '모두', '서비스', '최악', '가게', '인사', '종업원', '거슬리다', '시끄럽다', '떠들다', '넘다', '주문', '받다', '태도', '주문', '시비', '걸다', '오신', '기분', '망치', '결제', '인상', '쓰다', '계시', '다시다', '가시다', '분들', '참고', '올리다', '지금', '모든', '가게', '최악', '서비스']",1,"돈가스,회,일식"
77494,305245,용호낙지,신세계백화점 의정부점,132504,"['부산', '유명하다', '수요', '미식', '회도', '음식점', '백화점', '입점', '현지', '원래', '이렇다', '모르다', '감흥', '방문', '모르다', '낙지', '만두']",2,한식
77508,305271,용호동낙지,2호점,62904,"['전골', '소주', '술술', '점심', '전골', '약간', '부담', '낙곱새', '전골', '완전', '메뉴', '낙곱', '새다', '식사', '전용']",4,한식
77511,305274,용호동낙지,롯데몰수지점,157628,"['맛집', '용호', '낙지', '롯데', '수지', '몰다', '입점', '방문', '\n\n', '주말', '오픈', '장장', '1시간', '기후', '식사', '\n\n', '유명하다', '낙곱새', '주문', '좋아하다', '이유', '\n\n', '일단', '아이', '매콤', '맵다', '주문', '돼다', '아쉽다', '곱창', '적다', '간이', '세지', '없이', '수저', '뜨다', '맛있다', '\n\n', '기본', '깔끔하다', '많다', '종업원', '분들', '친절하다', '바로바로', '응대', '\n\n', '롯데', '몰수', '지점', '워낙', '식당', '입점', '고르다', '힘드다', '용호', '낙지', '필수', '방문', '후회']",5,한식
77512,305274,용호동낙지,롯데몰수지점,253153,"['대체로', '수지', '롯데', '몰다', '입점', '음식점', '불친절하다', '여기다', '매니저', '무척', '친절하다', '음식', '서브', '무척', '맛있다', '기분', '낙곱새', '창렬', '느낌']",3,한식
77513,305274,용호동낙지,롯데몰수지점,253154,"['대체로', '수지', '롯데', '몰다', '입점', '음식점', '불친절하다', '여기다', '매니저', '무척', '친절하다', '음식', '서브', '무척', '맛있다', '기분', '낙곱새', '창렬', '느낌']",3,한식
77542,305476,우공피쉬,장성점,190973,"['저렴하다', '가볍다', '초밥', '즐기다', '포장', '배달', '가게', '갈다', '테이블', '가기', '보통', '저렴하다', '초밥', '생각나다', '사먹다']",4,"돈가스,회,일식"
77682,305828,우드앤브릭,재동점,220831,"['맛있다', '맛없다', '하나']",4,카페
77683,305828,우드앤브릭,재동점,113135,"['맑은', '테라스', '브런치', '즐기다', '쏘다', '쏘다', '분위기', '때문']",3,카페
77685,305828,우드앤브릭,재동점,515197,"['비싸다', '별로']",1,카페
77686,305829,우드앤브릭,성북동점,219765,"['전체', '나쁘다', '주차', '조용하다', '장점']",4,카페
77687,305830,우드앤브릭,종각점,364509,"['우드', '브릭', '카페', '종로', '광화문', '근처', '많다', '지점', '예쁘다', '느낌']",3,카페
77828,306265,우리도한번잘구워보세,대화점,224630,"['본점', '문산', '체인점', '옛날', '느낌', '테리', '재미', '저렴하다', '추억', '도시락', '식사', '누릉', '또한', '가깝다', '체인점', '화점', '친절하다', '도시락']",3,고기
77863,306540,우리동네청년어부,서초점,788114,"['가성', '초밥', '포장', '전문점', '좌석']",3,"돈가스,회,일식"
77864,306541,우리동네청년어부,양재점,28724,"['우리동네', '청년', '어부', '양재', 'open', '찾아보다', '역삼역', '양재', 'TO', 'Go', '대부분', '\n\n', '매장', '기다리다', '간단하다', '테이블', '개정', '공간', '작다', '주차', '오토바이', '자전거', '유모차', '가능', '\n\n', '혼밥', '혼술', '적합하다', '미리', '매장', '전화하다', '주문', '초밥', '만들기', '시작', '바로', '가져가다', '시스템', '덥다', '배달', '가능', '장내', '오스', '크다', '결재', '장내', '건지다', 'takeout', '인지', '선택', '\n\n', '대비', '초밥', '촉촉하다', '초밥', '귀퉁이', '무스', '케잌', '맛있다', '당황', '혼자', '횟집', '가기', '민망', '멘탈', '약하다', '그렇다고', '포기', '부담', '없이', '도시락', '사서', '한강', '갈다', '혼술', '안주', '추천']",3,"돈가스,회,일식"
77982,307407,우리집만두,선릉본점,138574,"['선릉역', '만두', '선릉', '가게', '옮기다', '8천원', '한번']",2,분식
78140,308058,우물집,본점,863977,['맛집'],3,한식
78155,308153,우미닭갈비,본점,243883,"['볶음밥', '어느', '누르다', '돌돌', '요게', '별미']",3,한식
78156,308153,우미닭갈비,본점,91987,"['닭갈비', '볶음밥', '최고', '춘천', '갈다']",4,한식
78157,308153,우미닭갈비,본점,74527,"['춘천', '30년', '살다', '명동', '친구', '닭갈비', '오랜', '춘천', '내려오다', '그리움', '대반', '바꼇네', '달다', '주인', '바뀌다', '건지다', '셀프', '바뀌다', '우동', '사리', '바꼇네', '동치미', '바뀌다', '슬그머니', '오르다', '실망하다', '계산', '주인', '끼다', '작년', '소리', '끼다', '옛날', '방문']",1,한식
78158,308153,우미닭갈비,본점,189983,"['맛있다', '친구', '춘천', '여행가', '추다', '닭갈비', '시간', '동안', '춘천', '헤메', '다가', '작다', '지역', '주민', '물어보다', '춘천', '골목', '닭갈비', '수십', '보이다', '골목', '여기다', '돌아가다', '맛있다', '나중', '고생', '배고프다', '맛집', '헷갈리다', '여자친구', '여행가', '맛집', '웨이팅', '훌륭하다', '막국수', '강추', '드리다']",5,한식
78159,308153,우미닭갈비,본점,614651,"['달라붙다', '담백하다', '모든', '부속', '신선', '고구마', '촉촉', '철판', '대다', '전문가', '포스', '볶다', '막국수', '맛있다']",4,한식
78160,308153,우미닭갈비,본점,70190,['맛있다'],5,한식
78208,308394,우설화,청주점,45617,"['소갈비', '맛있다', '건물', '전체', '돼지고기', '소고기', '일식집', '모두', '회사', '포인트', '통합', '되어다', '개별', '단체룸', '마련', '되어다', '프라이', '분위기', '듭니', '저렴하다']",3,고기
78370,308918,우장창창,동두천점,571419,"['근데', '가게', '작다', '종업원', '상당하다', '친절']",4,고기
78372,308920,우장창창,장항점,169881,"['화사', '때문', '싱싱하다', '친구', '내장', '혼자', '독식', '곱창', '사랑', '이집', '차다', '인분', '남아', '먹음', '완전', '매진']",5,고기
78373,308920,우장창창,장항점,190274,"['맛있다', '고소하다', '감자', '구이', '맛있다', '추천']",5,고기
78429,309203,우주라이크커피,합정점,237668,"['이색', '여서', '회사', '근처', '이렇다', '생기다', '스벅']",5,카페
78430,309203,우주라이크커피,합정점,391794,"['맥주', '커피', '이색', '테이크아웃', '전문점', '공간', '규모', '협소해', '오래', '적절하다', '가볍다', '쉬다', '테이크아웃', '전문점', '만큼', '저렴하다', '커피', '용기', '독특하다', '재미있다', '\n\n', '디자인', '독특하다', '양도', '어마어마하다', '커피', '쓰다', '신맛', '고소하다', '근처', '한강', '공원', '데이트', '테이크아웃', '가기', '마시기', '\n\n', '카페', '앞쪽', '테라스', '공간', '날씨', '가기']",4,카페
78448,309275,우즈 베이커리 카페,수성호수점,44853,"['커피', '테이블', '간격', '넓다', '애기', '단체', '석도', '마련', '되어다', '롤링', '느낌', '위치']",4,카페
78565,309480,우쿠야 유나인,대구진천점,284705,"['깔끔하다', '장임', '군더더기', '세트', '주문', '1만원', '넘어가다']",4,"돈가스,회,일식"
78691,310000,울림,여의도점,600241,"['가볍다', '즐기다', '솥밥', '\n\n\n\n\n', 'SNS', '마곡', '본점', '여의도', '맛집', '모이', '롯데', '캐슬', '지하', '분점', '입점', '가마', '메시야', '솥밥', '솥밥', '전문점', '\n\n\n\n', '곱다', '솥밥', '울다', '이꾸라동', '주문', '기본', '수란', '차다', '비리다', '아이스크림', '기분', '주위', '둘러보다', '띄다', '쟁반', '써다', '테이블', '상대', '작다', '번잡', '스럽다', '옮기다', '들어주다', '써버', '불안정하다', '\n\n\n', '식사', '울다', '가을', '국내', '적성', '캘리포니아', '워낙', '회전', '울다', '꾸다', '나쁘다', '백반', '모자라다', '수도', '드네', '울다', '눅진하다', '꾸다', '산미', '어우러지다', '맛있다', '밑반찬', '야마', '구라', '가지', '집의', '가라아게', '간장', '베이스', '소스', '잠기다', '미가', '다도', '비리다', '쓰다', '동행인', '남다', '뭔가', '성의', '아마', '음식', '별로', '좋아하다', '차갑다', '냉장고', '기분', '들런지', '모르다', '스시', '저렴하다', '가성', '모르다', '뭔가', '프로', '계속', '부족하다', '기분', '\n\n\n', '먼저', '메뉴', '구성', '컨셉', '차다', '해산물', '좋아하다', '직장인', '점심', '시간', '먹기', '마카', '세도', '경쟁력', '참고', '여의도', '점심', '시간', '조정', '중이', '당분간', '런치', '마카', '세다', '상대', '여의도', '마곡점', '아직', '미완', '느낌', '많다', '어수선하다', '허둥대다', '모습', '어서', '다듬어지다', '바라다']",3,"돈가스,회,일식"
78692,310000,울림,여의도점,845312,"['새롭다', '생기다', '얼마', '안되다', '깔끔하다', '점심시간', '가끔', '대기', '비싸다', '값어치']",3,"돈가스,회,일식"
78702,310158,울엄마양평해장국,김천점,825622,"['깔끔하다', '국물', '얼큰하다', '국물', '딱이다', '착하다', '음료수', '주네', '점심']",4,한식
78703,310163,울엄마양평해장국,옥계점,362995,"['본점', '크게', '다르다', '많다', '해장국', '부담', '없이', '먹기', '충분하다']",3,한식
78851,310857,원당감자탕,서여의도점,386968,"['무난', '여의도', '감자탕', '급하다']",2,한식
78852,310857,원당감자탕,서여의도점,209069,"['물통', '소주', '물이', '뛰다', '치다']",1,한식
78959,311344,원스누들,전포점,861280,"['혼밥', '식당', '저렴하다', '무난', '카페', '거리', '간단하다', '요기', '가보다']",4,중식
78960,311344,원스누들,전포점,323893,"['완탕면', '소고기', '혼밥']",4,중식
78997,311551,원조 1958 생두부,서신직영점,45387,"['두부', '전문점', '메뉴', '다양하다', '먹기', '나쁘다']",4,한식
79033,311632,원조 할매국밥,해운점,385612,"['경남대', '24시간', '돼지', '국밥집', '적당하다', '24시간', '내내', '돼지국밥', '토종', '순대', '국밥', '새벽', '시간', '적당하다', '한잔', '24시간', '손님', '새벽', '계속', '들어오다', '혼밥', '오랜', '기간', '동안', '영업', '사라지다', '오래']",3,한식
79171,311994,원조멸치국수,성사점,23284,"['시장', '근처', '수집', '멸치', '육수', '진하다', '개운하다', '한잔', '허기지다', '그릇', '주류', '판매']",4,한식
79183,312081,원조보배곱창,호평직영점,874331,"['본점', '곱창', '맛있다', '직영', '똑같다', '아주', '주차장', '주차', '걱정']",4,고기
79207,312144,원조뼈다귀감자탕,본점,264572,"['깔끔하다', '넓다', '쾌적하다', '크다', '장점', '고기', '비리다', '안나', '평균', '이상', '실망하다']",3,한식
79208,312144,원조뼈다귀감자탕,본점,75794,"['국물', '마늘', '생강', '씹히다', '그만큼', '인위', '고기', '적다', '부족하다', '국물']",3,한식
79219,312233,원조설악추어탕,신탄진점,27703,"['처음', '주문', '갖다', '줄다', '받침', '추어탕', '다지다', '마늘', '고추가', '기호', '맞다', '추어탕', '약간', '묽다', '느끼다', '깜빡', '들깨', '그렇게', '느껴지다', '수도', '그래도', '처음', '추어탕', '김치', '깍두기', '배추', '겉절이', '깍두기', '알맞다', '익다', '맛있다', '배추김치', '싱겁다', '느낌', '혼자', '추어탕', '돌솥밥', '스탠', '놀라다', '적다', '부어', '누룽지', '알맞다', '계산', '사장', '혼자', '서도', '오라', '혼자', '분도', '많다', '뭔가', '마음', '따뜻하다', '방도', '개정', '별도', '테이블', '주차', '식당', '주차장']",5,한식
79295,312407,원조양평해장국,서현점,781898,"['얼큰하다', '시원하다', '전형', '선지', '해장국', '부르다']",3,한식
79297,312416,원조어탕,칠곡본점,32996,"['걸쭉하다', '맑은', '추어탕', '모두', '맛있다', '시원', '칼칼하다', '칼국수', '수제비', '돈가스', '이상', '맛있다', '의외', '사실', '생선', '가스', '잘못', '함정', '\n\n', '가면', '환상']",4,한식
79542,313432,원할머니 보쌈족발,부산명지점,87338,"['서빙', '구성', '바꾸다', '개인', '방향', '가볍다', '모임']",3,"족발, 보쌈"
79544,313468,원할머니보쌈,운천점,95413,"['음식', '깔끔하다', '포장', '용기', '다르다', '가족']",5,"족발, 보쌈"
79546,313490,원할머니보쌈,호계점,853072,"['할머니', '보쌈', '박다', '부대', '찌게', '늘다', '기본', '라면', '사리', '군데', '제공', '부대', '찌게', '형편']",1,"족발, 보쌈"
79547,313491,원할머니보쌈,부천역곡점,93623,"['가게', '깔끔하다', '정갈하다', '가마솥', '정식', '직장인', '점심식사', '식사', '맛있다']",5,"족발, 보쌈"
79548,313497,원할머니보쌈,과천점,347289,"['보쌈', '정식', '된장찌개', '각종', '밑반찬', '보쌈', '잘나오다', '9000원']",4,"족발, 보쌈"
79549,313499,원할머니보쌈,녹번점,2109,"['처음', '방문', '친절하다', '두번째', '주문', '다르다', '물어보다', '빠트리', '중간', '중간', '주시', '아무', '기분', '나쁘다']",3,"족발, 보쌈"
79551,313513,원할머니보쌈,홍대역점,85688,"['보쌈', '정식', '비싸다', '보쌈', '9천원', '찌개', '가마솥', '수육', '밑반찬', '저렴하다', '즐기다', '고기', '10', '가마', '숭늉', '찌개', '구성', '점심', '다만', '밥상', '좁다', '버리다', '단점']",4,"족발, 보쌈"
79552,313528,원할머니보쌈,장기점,49936,"['유명', '프렌', '이즈', '보장', '수육', '오랜', '시간', '따뜻하다', '양초', '데우다', '깔끔하다', '다만', '대가', '사악하다', '방문', '힘들다', '1회', '추가', '무료']",3,"족발, 보쌈"
79554,313576,원할머니보쌈,관평점,285715,"['점심시간', '점심', '특선', '메뉴', '따로', '제육', '가능하다', '보쌈', '정식', '가능']",3,"족발, 보쌈"
79596,313774,월계수식당,현대시티몰 가든파이브점,391794,"['시티', '몰다', '지하', '위치', '식당', '인테리어', '오픈', '구조', '시끌벅적하다', '\n\n', '수제', '옛날', '돈까스', '아주', '바삭', '맛있다', '튀김', '적당하다', '고기', '익히다', '부드러움', '감다', '비빔', '볶음밥', '입맛', '평범하다', '지인', '비빔', '볶음밥', '술술', '넘어가다', '양념', '맵다', '비비다', '지단', '고기', '치즈', '추가', '취향', '맞다', '추가', '차돌', '크다', '세트', '포함', '이주', '작다', 'dish', '로만', '육수', '얼큰하다', '약간', '육개장', '스타일', '개인', '차돌', '크다', '탕면', '면발', '육수', '확인', '보고', '\n\n', '시티', '몰다', '특성', '시간제', '영수증', '확인', '필요하다', '주차', '영수증', '챙기다', '정산']",4,"돈가스,회,일식"
79597,313774,월계수식당,현대시티몰 가든파이브점,727149,"['개인', '입맛', '보통', '고요', '가지', '주변', '식당', '갈다']",3,"돈가스,회,일식"
79600,313816,월남선생,부산대점,105881,"['쌀국수', '친구', '무슨', '메뉴', '모르다', '국물', '탁하다', '쌀국수', '기본', '쌀국수', '그록', '평범하다', '친구', '쌀국수', '국물', '두유', '원래', '그걸', '의도', '건지다', '모르다', '친구', '비리다', '가장', '기본', '메뉴', '쌀국수', '아니먄', '싸다', '편도', '위치', '무지', '띄다', '이기']",3,아시안요리
79605,313823,월남선생,당산점,328775,"['쌀국수', '싸이', '제법', '많다', '고수', '부탁', '잔뜩', '줄다', '친절하다']",4,아시안요리
79606,313823,월남선생,당산점,364545,"['추다', '따끈하다', '국물', '쌀국수', '혼밥', '아영', '간단하다', '먹기']",4,아시안요리
79607,313823,월남선생,당산점,224347,"['1회', '방문', '유린', '특이하다', '맛있다', '가성']",4,아시안요리
79608,313833,월남선생,역삼역점,249051,"['저렴하다', '대비', '푸다', '맛있다', '점심', '먹기', '셀프서비스', '이기다', '크게', '불편하다']",4,아시안요리
79611,313853,월남선생,송산신도시점,201680,"['송산', '그린', '시티', '맛있다', '쌀국수', '생기다', '착하다', '게로', '선정', '돼다', '음식', '깔끔하다', '맛있다', '많다', '유린', '기다', '넘다', '배부르다']",5,아시안요리
79621,313878,월남쌈김상사,아산배방점,64212,"['터지다', '여기다', '삼겹', '우삼겹', '쇠고기', '월남쌈', '점심', '좀더', '저렴하다']",4,한식
79624,313889,월남쌈김상사,동백점,824192,"['소소하다', '익히다', '월남쌈', '다르다', '음식', '정갈하다', '싱싱하다', '가지다', '월남쌈', '고민', '없이', '가게']",2,한식
79625,313889,월남쌈김상사,동백점,246487,"['여기다', '채우다', '그게', '다임', '종업원', '무성의']",3,한식
79626,313889,월남쌈김상사,동백점,89062,"['신선하다', '다양하다', '야채', '가지', '고기', '샤브', '소고기', '이용', '우삼겹', '삼겹', '또한', '끝내주다', '가성', '최고', '맛집', '터지다', '쏘스', '훔치다', '가족', '모임', '동호회', '모임']",5,한식
79739,314348,월화고기,보라매점,752650,"['회식', '회식', '회사', '부서', '얘기', '숟가락', '놓다', '자리', '회사', '명과', '부서', '인쇄', '되어다', '세팅', '기분', '색다르다', '기질', '정량', '표기', '나오니', '믿다', '미나리', '따로', '굽다', '고기', '함께', '미나리', '고기', '어울리다', '맛있다']",4,한식
79740,314348,월화고기,보라매점,134761,"['맛있다', '직원', '서비스', '테이블', '소주', '맥주', '주문', '버튼']",4,한식
79741,314348,월화고기,보라매점,213971,"['삼겹살', '맛집', '찾아보다', '가깝다', '방문', '월화', '고기', '본점', '이기다', '보장', '구나', '내부', '포스', '느껴지다', '대통령', '상도', '수상하다', '먹거리', '파일', '착하다', '인정받다', '문구', '아주', '많다', '사장', '부심', '느껴지다', '처음', '고기', '주문', '굽다', '설명', '친절하다', '설명', '넘다', '감사하다', '굽다', '고기', '기다리다', '힘들다', '굽다', '없어지다', '속도', '그렇게', '빠르다', '인분', '기다', '국수', '주문', '넘다', '많다', '늘다', '역시', '먹고다', '자리', '만들다', '나왓어', '돼지']",5,한식
79742,314348,월화고기,보라매점,224755,"['친환경', '항생제', '삼겹살', '궁금하다', '건강', '챙기다', '추천', '이간', '친구', '만족하다', '제철', '재료', '농사', '시골', '가져오다', '안전하다', '먹거리', '최고', '목살', '삼겹살', '맛있다', '건물', '으리', '으리', '크다', '주차장', '만족', '만족']",5,한식
79743,314348,월화고기,보라매점,93267,"['회사', '회식', '월화', '고기', '방문', '우선', '주차장', '넓다', '직원', '분들', '넘다', '친절하다', '깔끔하다', '회식', '장소', '아주', '요새', '돼지', '난리', '친환경', '항생제', '믿다', '존맛', '후식', '국수', '맛있다', '추천', '가보다']",5,한식
79745,314348,월화고기,보라매점,147932,"['소문', '방문', '외관', '깔끔하다', '정성', '느끼다']",5,한식
79746,314348,월화고기,보라매점,248636,"['맛집', '소문나다', '한번', '방문', '맛있다', '삼겹살', '목살', '맛있다', '기름기', '내다', '시원하다', '기다', '국수', '예술', '거기', '친절하다', '서비스', '놀라다', '서비스', '놀래다', '방문']",5,한식
79747,314348,월화고기,보라매점,29070,"['와이프', '아이', '방문', '맛있다', '가게', '크다', '깔끔하다', '직원', '부들', '친절하다', '기분']",5,한식
79748,314348,월화고기,보라매점,367017,"['전체', '인테리어', '일반', '고깃집', '고급스럽다', '인테리어', '가족', '조용하다', '식사', '서비스', '만족하다']",5,한식
79749,314348,월화고기,보라매점,50690,"['소문', '삼겹살', '목살', '맛있다', '재료', '운영', '농장', '가져오다', '믿다', '맛있다']",5,한식
79750,314348,월화고기,보라매점,27939,"['가족', '모임', '32', '방문']",5,한식
79751,314348,월화고기,보라매점,50739,"['아주', '만족하다', '아버지', '좋아하다', '월화', '고기', '사랑', '♡♡♡♡♡']",5,한식
79752,314348,월화고기,보라매점,201892,"['최고', '절대', '후회', '선택', '탁월하다', '돼지고기', '신세계']",5,한식
79753,314348,월화고기,보라매점,361193,"['훌륭하다', '특히', '도정', '쌀밥', '맛있다', '고기', '훌륭하다']",5,한식
79754,314349,월화고기,문래본점,213971,"['대통령', '수상한', '월화', '고기', '목살', '문래', '본점', '방문', '늘다', '멀다', '가보다', '가다가', '약속', '잇다', '친규', '꼬셔', '데리', '주말', '대기', '잇다', '빨다', '체인점', '늘리다', '근처', '생겻으', '처음', '고기', '굽다', '육즙', '채우다', '잇다', '상태', '잇다', '굽다']",5,한식
79755,314349,월화고기,문래본점,356415,"['테이블', '가게', '깨끗하다', '밑반찬', '셀프', '리필', '가능하다', '파김치', '맛있다', '\n\n', '고기', '신선', '해보다', '고기', '기지', '맛있다', '\n\n', '직원', '분들', '친절하다', '외식']",5,한식
79756,314349,월화고기,문래본점,369524,"['원래', '잇다', '고기', '삼겹살', '막다', '기르다', '표방', '먹거리', '파일', '뜨다', '나서다', '유명하다', '상호', '바꾸다', '삼겹살', '일반', '부위', '주력', '삼다', '시작', '고기', '자체', '예나', '지금', '딱하다', '변하다', '두껍다', '썰다', '굽다', '요령', '다르다', '요즘', '이렇다', '스타일', '집도', '많다', '문제']",4,한식
79757,314349,월화고기,문래본점,710354,"['tv', '변하다', '블로그', '작업', '하셧네']",1,한식
79758,314349,월화고기,문래본점,316768,"['목살', '인분', '맛있다', '직원', '분들', '친절', '가야']",5,한식
79817,314469,웨헝,평거점,315210,"['하대동', '웨헝', '호점', '거점', '특징', '밑반찬', '딸리다', '본점', '위생', '상태', '신경', '쓰이다', '반드시', '거점', '방문', '신식', '깨끗하다', '아주', '저렴하다', '베트남', '지인', '베트남', '음식', '추강']",5,아시안요리
